Episode,Score,Total_Reward,Pieces_Placed,Epsilon
916,0,-82.3,37,0.159
917,900,-252.1,72,0.159
918,400,-162.1,48,0.159
919,300,19.6,44,0.159
920,700,-328.3,66,0.158
921,1100,42.5,68,0.158
922,700,-288.7,71,0.158
923,1300,-244.2,79,0.157
924,1700,-91.9,99,0.157
925,1000,-271.1,78,0.157
926,200,-7.6,42,0.156
927,2900,296.9,124,0.156
928,1100,-396.3,78,0.156
929,1600,11.7,78,0.155
930,700,25.2,52,0.155
931,300,-340.7,55,0.155
932,1400,-268.3,85,0.154
933,1300,-356.6,81,0.154
934,400,51.1,44,0.154
935,1300,-383.2,79,0.154
936,800,-151.3,63,0.153
937,400,-195.0,60,0.153
938,200,-246.6,49,0.153
939,500,-501.2,61,0.152
940,1000,-140.6,74,0.152
941,2300,-81.4,106,0.152
942,500,24.2,52,0.151
943,500,-49.5,45,0.151
944,100,-127.1,40,0.151
945,400,41.2,36,0.15
946,3600,-62.3,141,0.15
947,1300,-52.6,80,0.15
948,4100,-2.7,176,0.15
949,200,-248.3,47,0.149
950,600,-85.7,57,0.149
951,300,-137.8,48,0.149
952,600,-265.3,59,0.148
953,1200,140.5,69,0.148
954,1100,-131.7,72,0.148
955,1100,-15.1,69,0.148
956,3400,434.9,135,0.147
957,400,-20.3,45,0.147
958,900,-106.1,70,0.147
959,800,-27.4,70,0.146
960,1400,-42.2,82,0.146
961,2500,422.1,103,0.146
962,700,17.0,49,0.145
963,2400,156.6,112,0.145
964,300,-129.1,54,0.145
965,600,-33.8,55,0.145
966,100,-172.2,42,0.144
967,2100,259.0,95,0.144
968,1700,-14.7,91,0.144
969,1400,-329.9,88,0.143
970,700,-28.9,64,0.143
971,1200,-27.2,73,0.143
972,1700,16.8,85,0.143
973,300,-291.6,58,0.142
974,600,-27.6,57,0.142
975,2400,-142.2,104,0.142
976,400,-129.9,55,0.141
977,200,-202.1,51,0.141
978,2200,462.6,90,0.141
979,100,-322.9,30,0.141
980,1800,133.5,92,0.14
981,900,-26.4,65,0.14
982,1200,48.8,77,0.14
983,700,-254.7,61,0.139
984,200,-123.4,49,0.139
985,100,-102.9,40,0.139
986,600,-63.3,62,0.139
987,1000,-195.0,73,0.138
988,1000,37.3,67,0.138
989,100,-194.0,48,0.138
990,1400,255.1,80,0.138
991,1300,-37.7,79,0.137
992,600,-149.0,61,0.137
993,2600,407.4,104,0.137
994,800,-291.1,68,0.136
995,1500,98.9,86,0.136
996,2000,525.3,77,0.136
997,1000,64.3,59,0.136
998,3200,104.0,137,0.135
999,300,-304.4,50,0.135
1000,1800,349.1,85,0.135
1001,1200,1.1,77,0.135
1002,1300,-414.9,89,0.134
1003,2900,649.3,105,0.134
1004,600,-256.7,60,0.134
1005,1900,-60.7,91,0.133
1006,500,-231.1,61,0.133
1007,300,-241.4,49,0.133
1008,3000,379.6,113,0.133
1009,2600,28.2,119,0.132
1010,200,-339.8,55,0.132
1011,1800,-510.7,101,0.132
1012,3400,186.6,140,0.132
1013,900,-67.1,62,0.131
1014,1700,-376.3,88,0.131
1015,1900,-119.3,98,0.131
1016,900,67.6,59,0.131
1017,3300,193.8,135,0.13
1018,3800,532.5,150,0.13
1019,1000,-127.2,76,0.13
1020,1100,-254.0,76,0.13
1021,700,212.5,52,0.129
1022,1400,-211.3,87,0.129
1023,600,-28.6,57,0.129
1024,3300,507.6,127,0.128
1025,2000,300.4,94,0.128
1026,1800,192.3,96,0.128
1027,1100,166.6,67,0.128
1028,1300,-154.9,81,0.127
1029,1300,-241.7,80,0.127
1030,300,-222.5,51,0.127
1031,1000,48.6,65,0.127
1032,3500,-398.0,151,0.126
1033,600,0.8,55,0.126
1034,100,-144.8,37,0.126
1035,1100,255.1,66,0.126
1036,1000,207.5,52,0.125
1037,1600,83.1,89,0.125
1038,3300,558.4,127,0.125
1039,2500,-179.3,110,0.125
1040,1600,-109.1,95,0.124
1041,900,55.8,65,0.124
1042,1800,-106.7,98,0.124
1043,1000,-78.8,67,0.124
1044,200,-116.5,41,0.123
1045,1000,-131.6,70,0.123
1046,1400,42.8,72,0.123
1047,400,-61.9,44,0.123
1048,2200,145.8,104,0.122
1049,800,-472.9,72,0.122
1050,1100,395.2,55,0.122
1051,0,-232.0,42,0.122
1052,300,-168.7,49,0.121
1053,3300,560.0,130,0.121
1054,1800,138.5,89,0.121
1055,4100,589.3,145,0.121
1056,200,-30.5,47,0.12
1057,0,-217.2,29,0.12
1058,100,-139.4,38,0.12
1059,1600,302.4,76,0.12
1060,1300,15.7,77,0.12
1061,800,53.3,63,0.119
1062,1200,-158.5,83,0.119
1063,2600,363.4,113,0.119
1064,0,-77.1,44,0.119
1065,800,-101.7,52,0.118
1066,300,59.6,38,0.118
1067,700,-92.5,60,0.118
1068,200,-100.3,34,0.118
1069,300,-152.7,51,0.117
1070,3300,-390.8,133,0.117
1071,2900,542.7,115,0.117
1072,800,-90.3,63,0.117
1073,1900,-494.6,105,0.116
1074,2600,378.9,105,0.116
1075,400,-38.7,45,0.116
1076,1900,327.0,88,0.116
1077,900,8.9,62,0.116
1078,700,2.4,58,0.115
1079,1400,9.5,87,0.115
1080,1500,88.1,88,0.115
1081,1100,104.2,64,0.115
1082,300,-288.6,52,0.114
1083,1400,66.2,76,0.114
1084,1700,84.1,87,0.114
1085,2600,452.9,90,0.114
1086,2600,-44.9,117,0.113
1087,900,175.8,58,0.113
1088,100,-172.7,47,0.113
1089,2700,523.0,112,0.113
1090,500,-202.5,56,0.113
1091,0,-105.6,33,0.112
1092,3500,335.6,136,0.112
1093,600,-52.3,60,0.112
1094,500,5.9,53,0.112
1095,800,-189.2,61,0.111
1096,2400,176.7,111,0.111
1097,500,-38.9,52,0.111
1098,6300,1719.7,189,0.111
1099,2000,-409.7,110,0.111
1100,1500,-225.9,93,0.11
1101,100,-278.3,45,0.11
1102,2100,80.4,101,0.11
1103,1800,95.0,95,0.11
1104,300,-53.7,40,0.109
1105,2900,8.3,124,0.109
1106,2000,-573.7,100,0.109
1107,2200,318.3,97,0.109
1108,4000,325.8,146,0.109
1109,500,-245.2,61,0.108
1110,1300,-377.5,86,0.108
1111,600,-43.7,50,0.108
1112,500,-89.9,46,0.108
1113,1400,133.3,74,0.108
1114,2700,543.0,116,0.107
1115,1400,1.7,84,0.107
1116,2200,72.6,106,0.107
1117,800,-83.7,64,0.107
1118,1400,15.0,83,0.106
1119,2000,255.2,103,0.106
1120,1000,58.8,62,0.106
1121,1600,381.9,75,0.106
1122,3600,357.6,138,0.106
1123,1600,137.3,82,0.105
1124,2100,266.3,101,0.105
1125,600,-204.0,59,0.105
1126,3500,450.0,133,0.105
1127,700,17.6,56,0.105
1128,700,-78.4,67,0.104
1129,1500,2.7,87,0.104
1130,500,-81.0,53,0.104
1131,400,-151.9,60,0.104
1132,200,-89.3,41,0.103
1133,1100,106.8,67,0.103
1134,700,-133.1,66,0.103
1135,1100,42.1,66,0.103
1136,5100,769.6,180,0.103
1137,2600,151.7,116,0.102
1138,700,-221.7,59,0.102
1139,2400,211.9,111,0.102
1140,500,-22.1,37,0.102
1141,2800,557.7,103,0.102
1142,4600,927.9,159,0.101
1143,1700,7.4,97,0.101
1144,2100,-102.8,113,0.101
1145,3700,449.1,147,0.101
1146,1700,222.8,78,0.101
1147,1700,225.5,89,0.1
1148,2600,496.0,111,0.1
1149,800,-2.2,61,0.1
1150,500,37.5,49,0.1
1151,2300,308.8,108,0.1
1152,3200,407.5,123,0.099
1153,1000,142.9,55,0.099
1154,1800,-150.4,97,0.099
1155,900,176.9,48,0.099
1156,0,-87.6,21,0.099
1157,500,-51.7,53,0.098
1158,200,-254.3,44,0.098
1159,200,-42.7,30,0.098
1160,800,-144.6,65,0.098
1161,400,-286.1,61,0.098
1162,3100,291.3,131,0.097
1163,4500,1297.7,146,0.097
1164,1100,285.0,59,0.097
1165,700,-85.7,63,0.097
1166,2400,420.7,113,0.097
1167,500,7.3,52,0.096
1168,900,13.0,67,0.096
1169,7000,1337.5,220,0.096
1170,400,-123.1,46,0.096
1171,4800,384.9,167,0.096
1172,3600,-112.6,145,0.096
1173,2900,340.5,128,0.095
1174,3900,508.3,149,0.095
1175,800,67.1,62,0.095
1176,2000,379.6,90,0.095
1177,2800,455.7,114,0.095
1178,100,-174.6,43,0.094
1179,800,208.7,49,0.094
1180,2800,653.7,112,0.094
1181,100,-31.1,33,0.094
1182,1300,145.4,73,0.094
1183,2500,610.8,101,0.093
1184,3000,366.6,127,0.093
1185,1400,189.9,74,0.093
1186,3100,309.1,128,0.093
1187,3700,580.3,133,0.093
1188,1700,13.3,93,0.093
1189,2400,353.6,112,0.092
1190,5100,1138.4,173,0.092
1191,900,-49.6,70,0.092
1192,1900,304.5,95,0.092
1193,1000,-41.4,70,0.092
1194,5600,1348.5,180,0.091
1195,3200,115.3,138,0.091
1196,4700,720.5,164,0.091
1197,700,-139.8,69,0.091
1198,1200,160.2,65,0.091
1199,4000,877.7,144,0.091
1200,1800,182.6,85,0.09
1201,3400,259.8,142,0.09
1202,2600,468.5,101,0.09
1203,1300,228.6,74,0.09
1204,1300,40.4,84,0.09
1205,400,-224.2,56,0.089
1206,5000,-606.0,187,0.089
1207,3200,500.2,126,0.089
1208,1700,107.1,89,0.089
1209,4300,382.8,154,0.089
1210,0,-139.1,43,0.089
1211,1300,63.3,73,0.088
1212,2000,181.9,95,0.088
1213,1700,252.0,86,0.088
1214,2300,163.0,105,0.088
1215,700,-154.2,63,0.088
1216,900,-153.5,69,0.087
1217,2700,275.5,112,0.087
1218,1400,207.2,72,0.087
1219,3600,644.7,139,0.087
1220,900,-124.1,56,0.087
1221,1400,135.6,72,0.087
1222,1800,-83.0,103,0.086
1223,300,-403.4,51,0.086
1224,10200,1479.9,306,0.086
1225,2500,342.1,106,0.086
1226,1100,62.9,61,0.086
1227,1900,228.1,87,0.086
1228,1000,-75.7,76,0.085
1229,1000,-31.3,76,0.085
1230,3100,337.1,129,0.085
1231,300,-206.1,54,0.085
1232,1400,73.0,79,0.085
1233,2500,380.6,105,0.085
1234,500,-115.1,64,0.084
1235,2500,526.0,97,0.084
1236,2200,94.9,101,0.084
1237,6200,607.7,212,0.084
1238,0,1.4,27,0.084
1239,1000,101.0,57,0.084
1240,100,-81.4,33,0.083
1241,2000,186.2,104,0.083
1242,2200,415.0,97,0.083
1243,1600,268.4,85,0.083
1244,1800,180.5,88,0.083
1245,2000,147.8,89,0.083
1246,700,23.1,53,0.082
1247,2100,271.3,99,0.082
1248,1400,54.4,82,0.082
1249,700,-50.1,63,0.082
1250,1400,344.0,66,0.082
1251,7500,1712.6,226,0.082
1252,200,-111.0,44,0.081
1253,800,106.8,51,0.081
1254,3900,369.1,147,0.081
1255,8500,1942.2,250,0.081
1256,3300,625.8,119,0.081
1257,3200,462.8,116,0.081
1258,2800,341.3,124,0.08
1259,6300,1515.1,186,0.08
1260,1800,151.4,95,0.08
1261,3100,651.8,114,0.08
1262,4000,628.8,149,0.08
1263,600,-107.2,65,0.08
1264,2500,560.5,92,0.079
1265,600,-64.8,58,0.079
1266,500,47.8,51,0.079
1267,4400,826.6,155,0.079
1268,1500,-149.7,82,0.079
1269,1400,10.2,82,0.079
1270,1500,283.4,76,0.079
1271,400,11.9,45,0.078
1272,1800,103.3,86,0.078
1273,1100,342.6,56,0.078
1274,3300,260.3,125,0.078
1275,6400,1413.3,200,0.078
1276,1500,134.4,84,0.078
1277,700,-253.8,66,0.077
1278,3600,760.0,125,0.077
1279,1100,139.1,63,0.077
1280,1800,161.4,88,0.077
1281,100,-216.4,36,0.077
1282,1600,78.6,87,0.077
1283,1500,396.3,78,0.076
1284,5300,762.0,183,0.076
1285,6300,1067.8,213,0.076
1286,1000,-26.1,70,0.076
1287,1700,-357.3,98,0.076
1288,300,-61.7,48,0.076
1289,4600,260.5,166,0.076
1290,900,-75.3,71,0.075
1291,2900,107.4,124,0.075
1292,500,-55.8,50,0.075
1293,1300,180.3,61,0.075
1294,3900,-6.9,143,0.075
1295,2100,433.3,95,0.075
1296,0,-81.3,29,0.075
1297,600,-260.4,59,0.074
1298,300,-243.0,47,0.074
1299,6900,1391.2,226,0.074
1300,4300,840.3,160,0.074
1301,200,-20.8,35,0.074
1302,3500,752.6,129,0.074
1303,3200,649.2,117,0.073
1304,3300,659.1,120,0.073
1305,2300,318.1,105,0.073
1306,3500,592.3,142,0.073
1307,2700,591.1,112,0.073
1308,3400,-51.2,138,0.073
1309,3500,746.2,130,0.073
1310,3400,790.6,132,0.072
1311,2400,481.2,106,0.072
1312,5300,501.8,193,0.072
1313,5600,1202.1,186,0.072
1314,600,37.7,51,0.072
1315,1600,366.5,83,0.072
1316,2800,503.1,111,0.072
1317,9300,1277.4,292,0.071
1318,1700,143.8,93,0.071
1319,6900,1289.6,228,0.071
1320,9000,2143.2,273,0.071
1321,4600,901.4,162,0.071
1322,2900,476.9,109,0.071
1323,2700,-100.7,126,0.071
1324,11400,2432.7,322,0.07
1325,4400,1136.8,146,0.07
1326,1100,-102.2,68,0.07
1327,5000,615.1,176,0.07
1328,0,-177.0,22,0.07
1329,700,9.6,62,0.07
1330,2700,377.5,121,0.07
1331,600,-127.8,57,0.069
1332,3200,687.0,124,0.069
1333,7400,1675.0,226,0.069
1334,2900,418.3,110,0.069
1335,6600,1299.9,223,0.069
1336,900,-428.0,70,0.069
1337,500,4.7,45,0.069
1338,5300,1127.5,181,0.069
1339,100,-358.3,51,0.068
1340,2500,-243.7,114,0.068
1341,3500,142.4,140,0.068
1342,3900,1099.8,122,0.068
1343,5000,853.0,168,0.068
1344,1200,64.5,71,0.068
1345,2200,220.3,100,0.068
1346,7100,1487.7,231,0.067
1347,5900,1109.0,200,0.067
1348,2200,370.6,102,0.067
1349,3000,480.9,126,0.067
1350,4200,617.9,157,0.067
1351,3600,332.9,140,0.067
1352,10200,2100.2,315,0.067
1353,800,69.8,58,0.066
1354,2500,738.4,97,0.066
1355,600,-11.7,52,0.066
1356,800,38.9,59,0.066
1357,3700,850.3,119,0.066
1358,4200,163.9,174,0.066
1359,2900,368.3,124,0.066
1360,5100,-50.9,190,0.066
1361,5500,1121.2,182,0.065
1362,14100,558.9,431,0.065
1363,400,-48.5,53,0.065
1364,2800,54.3,117,0.065
1365,6000,978.8,203,0.065
1366,3300,669.2,118,0.065
1367,2400,159.0,109,0.065
1368,2000,-422.4,108,0.065
1369,9700,1843.5,305,0.064
1370,4800,599.0,168,0.064
1371,1900,265.4,87,0.064
1372,0,-268.4,38,0.064
1373,900,80.3,55,0.064
1374,5700,892.5,188,0.064
1375,3000,179.9,126,0.064
1376,700,-175.0,59,0.063
1377,4300,1108.0,147,0.063
1378,900,-63.0,62,0.063
1379,8800,1995.0,277,0.063
1380,2200,133.7,114,0.063
1381,200,-187.4,49,0.063
1382,600,153.4,53,0.063
1383,15300,2889.2,468,0.063
1384,100,-41.7,31,0.062
1385,2500,390.3,102,0.062
1386,6100,1238.1,194,0.062
1387,1000,51.7,66,0.062
1388,6000,1031.5,210,0.062
1389,11700,2078.5,364,0.062
1390,6600,1481.5,211,0.062
1391,12200,2858.6,345,0.062
1392,1400,99.9,80,0.061
1393,1100,107.2,53,0.061
1394,1800,387.5,76,0.061
1395,4800,563.8,189,0.061
1396,5100,760.8,177,0.061
1397,9900,2466.1,301,0.061
1398,1100,-16.9,73,0.061
1399,4100,1048.2,147,0.061
1400,2900,637.6,117,0.061
1401,6300,1253.0,206,0.06
1402,3600,1172.7,117,0.06
1403,6000,495.9,211,0.06
1404,5600,1570.9,162,0.06
1405,3400,212.3,143,0.06
1406,5400,1186.4,172,0.06
1407,11000,1765.2,330,0.06
1408,3500,410.7,142,0.06
1409,7100,1233.2,214,0.059
1410,100,-205.5,44,0.059
1411,7500,583.0,236,0.059
1412,6400,1319.6,214,0.059
1413,11800,2075.4,382,0.059
1414,1300,-17.3,79,0.059
1415,200,-58.3,39,0.059
1416,5400,371.6,192,0.059
1417,9700,1910.0,298,0.058
1418,4000,1029.9,142,0.058
1419,1500,23.6,85,0.058
1420,5300,989.8,174,0.058
1421,2800,532.4,117,0.058
1422,4100,703.2,148,0.058
1423,5500,729.6,183,0.058
1424,4600,2.1,177,0.058
1425,8300,715.2,253,0.058
1426,19900,3078.0,577,0.057
1427,3800,572.9,137,0.057
1428,8600,1078.1,289,0.057
1429,7300,1405.8,232,0.057
1430,7200,932.2,247,0.057
1431,5600,1202.1,186,0.057
1432,300,-6.9,39,0.057
1433,1400,148.9,78,0.057
1434,10900,2127.1,323,0.057
1435,10000,1682.1,308,0.056
1436,2700,-105.9,120,0.056
1437,4300,780.6,149,0.056
1438,11400,2482.8,334,0.056
1439,1700,32.7,85,0.056
1440,7600,1580.3,244,0.056
1441,3100,492.4,118,0.056
1442,4400,55.2,185,0.056
1443,8000,1220.0,263,0.056
1444,1800,439.7,88,0.055
1445,100,13.5,32,0.055
1446,2100,467.4,96,0.055
1447,2000,451.2,82,0.055
1448,2500,-179.1,119,0.055
1449,300,-78.1,41,0.055
1450,7900,1326.9,259,0.055
1451,300,-236.5,52,0.055
1452,200,-112.3,44,0.055
1453,2900,340.2,117,0.054
1454,3900,670.3,154,0.054
1455,15800,3136.0,457,0.054
1456,300,-100.3,46,0.054
1457,25000,5487.7,731,0.054
1458,4600,1131.1,147,0.054
1459,2300,181.7,100,0.054
1460,17800,2929.4,534,0.054
1461,2600,369.6,100,0.054
1462,3700,832.0,133,0.053
1463,6200,511.8,224,0.053
1464,9200,2179.1,273,0.053
1465,4600,961.9,157,0.053
1466,1600,98.8,81,0.053
1467,4600,731.8,163,0.053
1468,900,109.7,54,0.053
1469,5400,766.0,187,0.053
1470,12100,2238.8,363,0.053
1471,9600,1766.4,288,0.052
1472,4300,448.2,158,0.052
1473,1500,156.3,78,0.052
1474,10600,2137.5,307,0.052
1475,100,-5.3,35,0.052
1476,5600,879.2,197,0.052
1477,6200,1283.7,198,0.052
1478,11700,1740.8,363,0.052
1479,600,-16.0,46,0.052
1480,3300,565.8,125,0.052
1481,14200,3905.6,408,0.051
1482,5100,889.5,186,0.051
1483,6500,1914.8,196,0.051
1484,7600,1309.5,263,0.051
1485,5100,580.4,196,0.051
1486,5700,1441.6,176,0.051
1487,8400,1521.5,273,0.051
1488,4600,816.6,156,0.051
1489,8300,1243.5,273,0.051
1490,10000,2099.7,309,0.051
1491,14500,3078.0,410,0.05
1492,1900,379.8,76,0.05
1493,4800,518.8,178,0.05
1494,10000,1655.7,315,0.05
1495,3600,615.3,136,0.05
1496,6200,1589.8,184,0.05
1497,7300,1612.3,240,0.05
1498,7000,1156.2,227,0.05
1499,1700,-46.7,88,0.05
1500,800,28.7,57,0.05
1501,12800,2564.2,393,0.049
1502,15300,1974.2,479,0.049
1503,7800,1493.8,255,0.049
1504,5900,1219.2,201,0.049
1505,6100,1433.1,198,0.049
1506,4400,880.0,159,0.049
1507,11000,1514.8,345,0.049
1508,7200,857.4,251,0.049
1509,600,-3.6,44,0.049
1510,5500,784.1,192,0.049
1511,4200,848.7,146,0.048
1512,6400,1049.7,213,0.048
1513,10700,2135.5,348,0.048
1514,3000,78.8,128,0.048
1515,14300,3511.2,411,0.048
1516,1300,143.0,70,0.048
1517,700,69.6,61,0.048
1518,7400,1348.3,254,0.048
1519,2200,307.8,99,0.048
1520,11600,2207.7,354,0.048
1521,4900,818.9,187,0.047
1522,12500,2642.9,368,0.047
1523,10000,2222.8,303,0.047
1524,3100,444.6,128,0.047
1525,1700,257.1,85,0.047
1526,13100,3265.5,378,0.047
1527,3300,613.4,119,0.047
1528,4200,709.4,135,0.047
1529,12000,1920.2,364,0.047
1530,22400,5123.6,647,0.047
1531,4500,1032.9,159,0.047
1532,4000,486.2,157,0.046
1533,400,-65.8,48,0.046
1534,8700,1229.7,285,0.046
1535,15100,2724.9,452,0.046
1536,11100,1511.4,345,0.046
1537,19500,4087.2,560,0.046
1538,4800,1059.6,151,0.046
1539,8200,1740.2,258,0.046
1540,11800,2260.0,366,0.046
1541,3600,886.0,123,0.046
1542,300,15.4,32,0.046
1543,800,6.3,56,0.045
1544,14500,3376.9,413,0.045
1545,5100,1049.9,176,0.045
1546,5000,1192.6,164,0.045
1547,4300,351.8,173,0.045
1548,1700,27.0,85,0.045
1549,2000,218.5,101,0.045
1550,7100,226.5,248,0.045
1551,12200,2648.2,365,0.045
1552,300,-101.7,47,0.045
1553,1100,143.8,63,0.045
1554,2700,593.5,95,0.044
1555,2800,416.0,114,0.044
1556,1800,87.3,90,0.044
1557,20100,4067.6,579,0.044
1558,13400,2513.8,409,0.044
1559,15400,2971.4,441,0.044
1560,600,-50.9,52,0.044
1561,2700,113.9,128,0.044
1562,5700,1432.8,196,0.044
1563,2300,426.4,102,0.044
1564,5500,1480.3,164,0.044
1565,6100,1250.3,199,0.043
1566,900,132.5,54,0.043
1567,7100,1035.9,237,0.043
1568,10900,2447.7,320,0.043
1569,4700,1116.8,159,0.043
1570,9000,987.6,294,0.043
1571,6300,1262.5,197,0.043
1572,16800,3834.1,498,0.043
1573,2200,121.4,112,0.043
1574,15600,2265.0,479,0.043
1575,6400,1186.3,221,0.043
1576,2500,129.7,116,0.043
1577,5300,1237.2,179,0.042
1578,5300,1144.2,169,0.042
1579,26200,6436.4,736,0.042
1580,1800,226.1,92,0.042
1581,7300,1408.5,234,0.042
1582,3800,849.8,141,0.042
1583,8200,1668.7,270,0.042
1584,14700,3757.4,416,0.042
1585,3500,165.7,143,0.042
1586,3000,259.5,131,0.042
1587,13000,2260.1,370,0.042
1588,20200,4242.2,592,0.042
1589,18400,3182.1,535,0.041
1590,10700,2935.2,327,0.041
1591,4000,916.0,150,0.041
1592,21600,4092.7,622,0.041
1593,3100,657.3,127,0.041
1594,2700,90.4,122,0.041
1595,2400,-14.2,125,0.041
1596,2200,54.2,108,0.041
1597,2500,249.5,104,0.041
1598,1500,446.6,77,0.041
1599,2400,308.2,105,0.041
1600,1300,109.7,59,0.041
1601,12100,1562.6,374,0.04
1602,23100,4464.5,678,0.04
1603,20100,4435.7,579,0.04
1604,6500,1548.2,211,0.04
1605,900,-196.2,70,0.04
1606,3100,418.8,120,0.04
1607,10500,1961.1,334,0.04
1608,1500,237.6,73,0.04
1609,9500,1622.6,300,0.04
1610,33100,7852.0,903,0.04
1611,4100,640.1,150,0.04
1612,3600,792.9,133,0.04
1613,9900,1969.7,309,0.04
1614,5500,753.9,198,0.039
1615,7100,977.6,245,0.039
1616,4600,724.1,162,0.039
1617,4000,522.9,153,0.039
1618,9100,1684.4,295,0.039
1619,9700,2319.1,297,0.039
1620,8000,1556.2,260,0.039
1621,8800,1439.9,291,0.039
1622,16100,3708.1,477,0.039
1623,43300,9299.1,1228,0.039
1624,15600,3230.3,455,0.039
1625,7000,1664.7,219,0.039
1626,1500,-41.6,88,0.038
1627,50400,7506.3,1403,0.038
1628,1000,149.5,51,0.038
1629,20300,4125.8,559,0.038
1630,1800,34.2,88,0.038
1631,13300,2938.3,394,0.038
1632,22500,5466.1,637,0.038
1633,5700,1187.6,196,0.038
1634,17900,3632.5,532,0.038
1635,4100,834.7,146,0.038
1636,25200,6312.1,717,0.038
1637,10000,2643.1,288,0.038
1638,9400,1670.8,292,0.038
1639,19200,3499.2,537,0.038
1640,30800,6726.4,861,0.037
1641,5900,1468.9,190,0.037
1642,19700,4406.7,573,0.037
1643,4500,519.2,160,0.037
1644,4400,603.5,165,0.037
1645,55100,12768.4,1485,0.037
1646,3200,147.2,135,0.037
1647,5100,1271.3,179,0.037
1648,10500,2106.5,324,0.037
1649,34000,7911.7,920,0.037
1650,5800,839.6,204,0.037
1651,19000,3951.1,555,0.037
1652,3800,502.5,152,0.037
1653,36200,6981.0,1040,0.036
1654,5100,889.7,171,0.036
1655,800,130.0,48,0.036
1656,2200,408.9,94,0.036
1657,10800,2151.1,336,0.036
1658,18800,3567.6,564,0.036
1659,0,17.7,27,0.036
1660,38100,8737.5,1035,0.036
1661,33500,8820.4,892,0.036
1662,6400,802.9,215,0.036
1663,13200,2226.8,406,0.036
1664,2100,614.0,77,0.036
1665,2600,678.7,99,0.036
1666,3000,369.4,136,0.036
1667,6000,1240.9,189,0.035
1668,7100,1863.1,229,0.035
1669,13200,3222.5,386,0.035
1670,22500,4187.9,661,0.035
1671,15600,3099.3,460,0.035
1672,11800,2011.3,374,0.035
1673,7600,1571.1,229,0.035
1674,6700,1141.1,217,0.035
1675,19300,4079.6,577,0.035
1676,2900,460.0,119,0.035
1677,2400,-162.3,116,0.035
1678,19700,4287.6,556,0.035
1679,2600,494.2,85,0.035
1680,4500,1079.4,144,0.035
1681,7600,1379.7,253,0.034
1682,18000,3336.5,522,0.034
1683,19500,3700.9,579,0.034
1684,0,-23.8,19,0.034
1685,700,54.6,57,0.034
1686,15800,3381.8,464,0.034
1687,33400,6143.6,997,0.034
1688,7100,1005.9,254,0.034
1689,7700,1188.7,259,0.034
1690,13000,2797.6,367,0.034
1691,3600,312.4,142,0.034
1692,1000,98.2,59,0.034
1693,19200,3661.9,562,0.034
1694,5500,1058.2,190,0.034
1695,9400,1323.3,328,0.034
1696,7800,973.5,261,0.033
1697,22400,5746.2,616,0.033
1698,15400,2935.5,467,0.033
1699,6500,1178.7,214,0.033
1700,18500,5356.3,506,0.033
1701,5900,1151.9,201,0.033
1702,11600,2837.0,341,0.033
1703,7300,2224.7,205,0.033
1704,3300,677.8,114,0.033
1705,27200,5493.6,751,0.033
1706,27500,6414.5,780,0.033
1707,11200,2717.7,337,0.033
1708,37000,8766.8,1007,0.033
1709,75500,15512.2,2125,0.033
1710,5700,797.7,200,0.033
1711,15600,3505.2,452,0.032
1712,4100,530.5,152,0.032
1713,6500,1563.8,201,0.032
1714,25500,5108.5,725,0.032
1715,14900,3857.0,431,0.032
1716,8100,744.9,277,0.032
1717,17400,3350.2,525,0.032
1718,1100,366.3,53,0.032
1719,8500,1906.1,264,0.032
1720,6100,931.0,214,0.032
1721,9300,2048.6,287,0.032
1722,11500,2617.8,356,0.032
1723,10500,2445.9,314,0.032
1724,11400,1393.8,372,0.032
1725,27400,5544.1,816,0.032
1726,14000,3273.4,408,0.032
1727,12000,2456.5,349,0.031
1728,5300,1312.2,152,0.031
1729,29900,6731.5,835,0.031
1730,6500,1131.4,206,0.031
1731,7400,1680.9,235,0.031
1732,13000,2587.7,377,0.031
1733,26800,5876.4,722,0.031
1734,17400,4020.1,500,0.031
1735,28100,7318.4,756,0.031
1736,13600,3113.1,403,0.031
1737,29300,6161.7,836,0.031
1738,29000,7202.6,767,0.031
1739,400,-59.2,52,0.031
1740,1500,310.4,66,0.031
1741,12000,2343.4,359,0.031
1742,4500,1157.8,140,0.031
1743,37100,8179.9,1045,0.03
1744,24900,5730.3,696,0.03
1745,23700,5509.1,668,0.03
1746,12600,2217.3,389,0.03
1747,17400,4203.1,499,0.03
1748,2700,66.3,116,0.03
1749,16300,3305.1,499,0.03
1750,11100,2568.7,324,0.03
1751,1200,159.4,67,0.03
1752,3500,495.5,142,0.03
1753,4300,962.6,129,0.03
1754,34700,7945.9,973,0.03
1755,13500,3416.1,377,0.03
1756,9200,1533.9,287,0.03
1757,4700,1201.8,164,0.03
1758,4000,1122.4,130,0.03
1759,27800,7158.5,767,0.029
1760,10700,2432.6,315,0.029
1761,600,24.6,37,0.029
1762,1500,110.1,81,0.029
1763,1500,334.1,63,0.029
1764,9000,1911.4,285,0.029
1765,17400,4308.6,523,0.029
1766,5200,1040.5,172,0.029
1767,16400,4232.8,466,0.029
1768,35500,8316.1,970,0.029
1769,4200,997.2,149,0.029
1770,44000,11593.6,1193,0.029
1771,45500,11147.9,1224,0.029
1772,15000,3008.8,449,0.029
1773,9700,2327.5,291,0.029
1774,35900,7591.7,995,0.029
1775,1700,305.3,72,0.029
